# Time-averaged data for fix 2
# TimeStep c_v[1] c_v[2] c_v[3] c_v[4]
51190 -0.0915134 0.0860533 -0.124028 -0.129488
51195 -0.0795117 0.0106007 -0.0461254 -0.115036
51200 -0.0586674 -0.0594126 0.0268893 -0.0911908
51205 -0.0302256 -0.120527 0.0915594 -0.0591928
51210 0.00352324 -0.170221 0.146106 -0.020592
51215 0.0401848 -0.207093 0.189985 0.0230769
51220 0.0772549 -0.230755 0.223304 0.0698033
51225 0.112071 -0.241363 0.246072 0.11678
51230 0.142238 -0.239224 0.258204 0.161218
51235 0.165814 -0.225121 0.25956 0.200253
51240 0.181372 -0.200573 0.250301 0.2311
51245 0.188355 -0.167691 0.231595 0.25226
51250 0.187132 -0.129531 0.205502 0.263103
51255 0.178626 -0.0896056 0.174269 0.263289
51260 0.163972 -0.0510161 0.139661 0.252617
51265 0.144243 -0.0160134 0.103072 0.231301
51270 0.120353 0.0138501 0.0654785 0.199681
51275 0.0936703 0.0378928 0.0276591 0.159222
51280 0.0658581 0.0559519 -0.00941927 0.112391
51285 0.03866 0.0681879 -0.0443289 0.062519
51290 0.0138687 0.0752281 -0.0746552 0.0144416
51295 -0.00676916 0.0779334 -0.0977534 -0.0265891
51300 -0.0219373 0.0774389 -0.111658 -0.056156
51305 -0.0308763 0.0751099 -0.115391 -0.0711578
51310 -0.0331662 0.0719615 -0.108811 -0.070016
51315 -0.0285615 0.0684683 -0.0929763 -0.0530695
51320 -0.0171981 0.0650549 -0.0699661 -0.0221093
51325 -4.0861e-05 0.0620157 -0.0425701 0.0194048
51330 0.0211493 0.0597312 -0.0139727 0.0669079
51335 0.0441525 0.0588302 0.0130466 0.116029
51340 0.0664501 0.0600723 0.0362819 0.162804
51345 0.0856714 0.0637681 0.0540751 0.203515
51350 0.0998743 0.0695644 0.0654029 0.234842
51355 0.10817 0.0768579 0.0701887 0.255216
51360 0.110427 0.0848516 0.0687797 0.264058
51365 0.106862 0.0928065 0.0616079 0.261277
51370 0.0978996 0.100012 0.0492333 0.247145
51375 0.0843259 0.105643 0.032443 0.222412
51380 0.0675907 0.108828 0.0124973 0.188916
51385 0.0492024 0.10799 -0.00915855 0.148034
51390 0.0304856 0.101245 -0.0311341 0.100596
51395 0.0126476 0.0872568 -0.0523671 0.0475373
51400 -0.00327898 0.0655462 -0.0717842 -0.00951697
51405 -0.0166864 0.0367211 -0.0876579 -0.0676232
51410 -0.0273159 0.002498 -0.0982248 -0.123043
51415 -0.0353746 -0.0344887 -0.101903 -0.171767
51420 -0.0411253 -0.0710358 -0.0979057 -0.210067
51425 -0.0445079 -0.104212 -0.0861957 -0.234915
51430 -0.0449203 -0.13191 -0.0674026 -0.244233
51435 -0.0414496 -0.152697 -0.0430972 -0.237244
51440 -0.032935 -0.166522 -0.0150743 -0.214531
51445 -0.0183082 -0.174003 0.014753 -0.177558
51450 0.00275179 -0.17574 0.0443408 -0.128648
51455 0.0294781 -0.172053 0.0718924 -0.070682
51460 0.0600823 -0.163096 0.0957789 -0.00723464
51465 0.091871 -0.148955 0.114403 0.0573186
51470 0.121552 -0.129802 0.126536 0.118286
51475 0.145617 -0.106188 0.131347 0.170776
51480 0.161221 -0.0795538 0.128057 0.209724
51485 0.166477 -0.0524996 0.116481 0.230458
51490 0.160565 -0.02775 0.0965213 0.229336
51495 0.144123 -0.00694142 0.0683297 0.205512
51500 0.119223 0.00929599 0.0329216 0.161441
51505 0.0886962 0.0210457 -0.00746641 0.102275
51510 0.0557472 0.0290896 -0.0497268 0.0351099
51515 0.0232609 0.0346271 -0.0897474 -0.0318594
51520 -0.00681851 0.0385175 -0.122905 -0.0912061
51525 -0.0335197 0.0408029 -0.145528 -0.138245
51530 -0.0565473 0.040475 -0.155652 -0.171724
51535 -0.0758928 0.0356902 -0.152769 -0.192972
51540 -0.091927 0.0246937 -0.137609 -0.204842
51545 -0.104907 0.00690554 -0.112485 -0.210487
51550 -0.114785 -0.0168225 -0.0810076 -0.212615
51555 -0.121459 -0.0443496 -0.0474546 -0.213263
51560 -0.124773 -0.0727398 -0.015809 -0.213322
51565 -0.124304 -0.0990616 0.0110135 -0.212352
51570 -0.119928 -0.120981 0.0309121 -0.209996
51575 -0.111777 -0.136694 0.0430688 -0.205403
51580 -0.100137 -0.144122 0.048182 -0.196077
51585 -0.0859673 -0.141187 0.0480761 -0.179078
51590 -0.0711402 -0.125953 0.0450772 -0.152016
51595 -0.057635 -0.0972354 0.0410394 -0.113831
51600 -0.0471109 -0.0556021 0.0371245 -0.0655886
51605 -0.0407433 -0.00383054 0.0339231 -0.0106507
51610 -0.0389702 0.053321 0.0321574 0.0465082
51615 -0.0412042 0.110321 0.0330682 0.102185
51620 -0.0462095 0.161974 0.0378099 0.153575
51625 -0.0522157 0.204316 0.0470422 0.199142
51630 -0.0570526 0.234905 0.0608183 0.238671
51635 -0.0588127 0.252167 0.078541 0.271896
51640 -0.0561061 0.255424 0.0990089 0.298327
51645 -0.0479821 0.24486 0.120399 0.317276
51650 -0.0340592 0.221721 0.140706 0.328369
51655 -0.0149453 0.188638 0.158318 0.33201
51660 0.00809133 0.149218 0.172014 0.329323
51665 0.0333484 0.107422 0.18092 0.32169
51670 0.0590154 0.0673007 0.184384 0.3107
51675 0.0835867 0.0319718 0.181556 0.297115
51680 0.105543 0.00334984 0.171837 0.28073
51685 0.123027 -0.0178397 0.155379 0.260566
51690 0.134097 -0.0315816 0.13338 0.235895
51695 0.137346 -0.0383876 0.107543 0.206501
51700 0.132323 -0.0390796 0.0790482 0.172291
51705 0.119449 -0.0346721 0.048528 0.133305
51710 0.0996275 -0.026969 0.016317 0.0889756
51715 0.0741651 -0.0180191 -0.0174969 0.0386492
51720 0.0451755 -0.0094763 -0.0525311 -0.0168319
51725 0.0151205 -0.00263224 -0.0872058 -0.0747176
51730 -0.0140465 0.00119322 -0.119345 -0.132199
51735 -0.0413398 0.00109332 -0.146843 -0.187089
51740 -0.0661768 -0.00344811 -0.168167 -0.237792
51745 -0.0879231 -0.0125327 -0.182589 -0.283045
51750 -0.106277 -0.025584 -0.189914 -0.321775
51755 -0.120768 -0.0411905 -0.190642 -0.3526
51760 -0.130473 -0.0575479 -0.185376 -0.373396
51765 -0.134377 -0.0728069 -0.17463 -0.381814
51770 -0.131899 -0.0852744 -0.159161 -0.376334
51775 -0.123026 -0.0940168 -0.140244 -0.357287
51780 -0.10829 -0.098748 -0.119603 -0.326641
51785 -0.0887515 -0.0998431 -0.0995678 -0.288162
51790 -0.0659318 -0.0984922 -0.0826983 -0.247122
51795 -0.0419817 -0.09623 -0.0709836 -0.209195
51800 -0.019228 -0.094 -0.0654287 -0.178657
51805 0.000639725 -0.0918901 -0.0657198 -0.15697
51810 0.016879 -0.0891801 -0.0702273 -0.142528
51815 0.0299614 -0.0846708 -0.0759966 -0.130706
51820 0.0409133 -0.0767429 -0.0793542 -0.115184
51825 0.0505171 -0.0639314 -0.077277 -0.0906912
51830 0.0593034 -0.0455159 -0.067941 -0.0541536
51835 0.0676217 -0.0218747 -0.0510597 -0.0053127
51840 0.0754627 0.00574022 -0.0274751 0.0537278
51845 0.0827729 0.0356628 0.00137508 0.119811
51850 0.0893461 0.065336 0.0338995 0.188582
51855 0.0946869 0.09167 0.0681039 0.254461
51860 0.0987094 0.11177 0.10178 0.312259
51865 0.101837 0.12325 0.132743 0.35783
51870 0.104543 0.124647 0.158714 0.387904
51875 0.106892 0.115617 0.177871 0.40038
51880 0.108416 0.0968849 0.188897 0.394198
51885 0.108137 0.070205 0.19137 0.369713
51890 0.104844 0.0377733 0.185904 0.328521
51895 0.0975563 0.0023352 0.173654 0.273545
51900 0.0857962 -0.033135 0.155687 0.208348
51905 0.0697976 -0.0657825 0.132979 0.136995
51910 0.0509177 -0.0928463 0.106547 0.0646181
51915 0.0309785 -0.111587 0.0776582 -0.00295046
51920 0.011354 -0.119883 0.0477308 -0.0607979
51925 -0.00690545 -0.116537 0.0179154 -0.105527
51930 -0.0231383 -0.101341 -0.011213 -0.135693
51935 -0.037364 -0.075246 -0.0395762 -0.152186
51940 -0.0496742 -0.0402233 -0.0673559 -0.157253
51945 -0.059719 0.000823402 -0.0948032 -0.153699
51950 -0.0666271 0.0440813 -0.121901 -0.144447
51955 -0.069574 0.0853365 -0.148424 -0.132661
51960 -0.0682465 0.120705 -0.173955 -0.121497
51965 -0.0629416 0.146835 -0.19772 -0.113826
51970 -0.0542637 0.1613 -0.218482 -0.111446
51975 -0.0427086 0.163091 -0.234941 -0.114559
51980 -0.0289295 0.15239 -0.245575 -0.122114
51985 -0.0137015 0.129929 -0.248948 -0.13272
51990 0.00225074 0.0966452 -0.244221 -0.145325
51995 0.0181023 0.0534407 -0.231253 -0.15971
52000 0.032298 0.00154381 -0.211174 -0.177332
52005 0.043055 -0.0571063 -0.185964 -0.200015
52010 0.0484085 -0.119642 -0.157626 -0.22886
52015 0.0463536 -0.182294 -0.127904 -0.263844
52020 0.03552 -0.240393 -0.0980467 -0.30292
52025 0.0153265 -0.289162 -0.0685586 -0.342394
52030 -0.0139317 -0.3242 -0.0393569 -0.377489
52035 -0.0509276 -0.341912 -0.0100675 -0.402907
52040 -0.0934236 -0.340259 0.0197401 -0.413943
52045 -0.137909 -0.31878 0.050015 -0.406675
52050 -0.179654 -0.278592 0.0801286 -0.378117
52055 -0.213846 -0.22195 0.108861 -0.326934
52060 -0.236649 -0.151638 0.134405 -0.253882
52065 -0.245909 -0.0712744 0.154811 -0.162372
52070 -0.241478 0.0144846 0.168567 -0.0584263
52075 -0.22499 0.0999373 0.175282 0.0502302
52080 -0.199084 0.179055 0.176065 0.156036
52085 -0.166975 0.246133 0.172947 0.252105
52090 -0.131822 0.296318 0.168059 0.332555
52095 -0.0960657 0.325975 0.162404 0.392313
52100 -0.0614132 0.333553 0.15563 0.427769
52105 -0.0289073 0.319645 0.146486 0.437223
52110 0.000549063 0.286976 0.133353 0.420878
52115 0.0259358 0.23968 0.115172 0.380788
52120 0.0462275 0.182649 0.0916617 0.320538
52125 0.0609651 0.121162 0.0633475 0.245475
52130 0.0708192 0.059856 0.0314982 0.162173
52135 0.0771448 0.00249296 -0.00200179 0.077636
52140 0.0815037 -0.0480837 -0.0342792 -0.000859287
52145 0.0853046 -0.089606 -0.0618686 -0.06617
52150 0.0894161 -0.119891 -0.0813305 -0.111806
52155 0.0940168 -0.137135 -0.0900092 -0.133128
52160 0.0990381 -0.14038 -0.0864372 -0.127779
52165 0.104306 -0.129177 -0.0702214 -0.0950927
52170 0.109578 -0.103704 -0.0420646 -0.0361912
52175 0.114742 -0.0650772 -0.00390005 0.0457644
52180 0.119253 -0.0155037 0.0413644 0.145114
52185 0.122309 0.0420773 0.0903022 0.254689
52190 0.123091 0.104405 0.138897 0.366392
52195 0.121036 0.167544 0.182588 0.471169
52200 0.116129 0.227114 0.216638 0.559881
52205 0.108598 0.278363 0.236829 0.62379
52210 0.0987876 0.315847 0.240351 0.654986
52215 0.0872143 0.334457 0.226227 0.647898
52220 0.0742144 0.330951 0.195454 0.600619
52225 0.0595772 0.304072 0.150504 0.514153
52230 0.0430315 0.254658 0.0947751 0.392465
52235 0.0240253 0.185962 0.0319896 0.241976
52240 0.00168818 0.103382 -0.0339375 0.0711326
52245 -0.0241553 0.0136535 -0.0991044 -0.109606
52250 -0.0529932 -0.0758836 -0.159497 -0.288374
52255 -0.0841449 -0.158563 -0.211525 -0.454233
52260 -0.116788 -0.229571 -0.252716 -0.599075
52265 -0.149835 -0.285649 -0.281474 -0.716958
52270 -0.18223 -0.325025 -0.296836 -0.804092
52275 -0.212611 -0.347235 -0.298734 -0.85858
52280 -0.239144 -0.352405 -0.287949 -0.879498
52285 -0.259894 -0.341301 -0.266183 -0.867378
52290 -0.272993 -0.31551 -0.235478 -0.823981
52295 -0.276887 -0.277627 -0.198172 -0.752686
52300 -0.270593 -0.231151 -0.156991 -0.658735
52305 -0.25428 -0.179879 -0.114416 -0.548574
52310 -0.229226 -0.127393 -0.0727879 -0.429407
52315 -0.197004 -0.0765522 -0.0347214 -0.308278
52320 -0.15887 -0.0295789 -0.00255347 -0.191003
52325 -0.11605 0.012249 0.0223733 -0.0814283
52330 -0.0699205 0.048378 0.0399559 0.0184134
52335 -0.0220238 0.0787564 0.0512501 0.107983
52340 0.0255794 0.103529 0.0581098 0.187218
52345 0.0704611 0.122886 0.0621369 0.255484
52350 0.110003 0.136911 0.0644195 0.311334
52355 0.141766 0.145587 0.065375 0.352728
52360 0.16424 0.14864 0.065239 0.378119
52365 0.17724 0.146 0.0643548 0.387595
52370 0.181487 0.1379 0.0632437 0.382631
52375 0.178044 0.124862 0.0621631 0.365069
52380 0.168139 0.107816 0.0611788 0.337134
52385 0.15339 0.0880735 0.0601023 0.301566
52390 0.1362 0.0674052 0.0589383 0.262543
52395 0.119498 0.0478542 0.0582706 0.225623
52400 0.105748 0.0313452 0.058892 0.195985
52405 0.096444 0.0193309 0.0617813 0.177556
52410 0.0915747 0.0126014 0.0679465 0.172123
52415 0.0900091 0.0111936 0.0777387 0.178941
52420 0.0902279 0.0146027 0.0905001 0.195331
52425 0.0909959 0.0217592 0.104646 0.217401
52430 0.0916374 0.0314916 0.118035 0.241164
52435 0.0920951 0.0429843 0.128409 0.263488
52440 0.0927698 0.0553713 0.133687 0.281828
52445 0.0942361 0.0675871 0.132373 0.294196
52450 0.0969552 0.0784634 0.123706 0.299124
52455 0.101002 0.0867076 0.107664 0.295374
52460 0.106357 0.0909886 0.0852732 0.282619
52465 0.112913 0.0901161 0.0587552 0.261784
52470 0.12048 0.0828233 0.031 0.234303
52475 0.128943 0.0680484 0.00431457 0.201306
52480 0.13806 0.0456047 -0.0197101 0.163955
52485 0.146982 0.016488 -0.0401462 0.123323
52490 0.154511 -0.0171255 -0.0566374 0.0807481
52495 0.159062 -0.052703 -0.0691077 0.0372517
52500 0.158528 -0.0884922 -0.0776507 -0.00761499
52505 0.150777 -0.123162 -0.0823797 -0.0547654
52510 0.134464 -0.155741 -0.0829192 -0.104196
52515 0.109826 -0.185753 -0.0785113 -0.154438
52520 0.0786044 -0.212573 -0.0686826 -0.202651
52525 0.043843 -0.235143 -0.0539175 -0.245218
52530 0.00855273 -0.252035 -0.0352219 -0.278705
52535 -0.025802 -0.26138 -0.0135986 -0.300781
52540 -0.0591037 -0.26142 0.0100171 -0.310506
52545 -0.0922448 -0.250818 0.0348111 -0.308252
52550 -0.126417 -0.229002 0.0599917 -0.295428
52555 -0.161886 -0.196445 0.084442 -0.273889
52560 -0.197628 -0.154866 0.106979 -0.245516
52565 -0.231563 -0.107473 0.126147 -0.21289
52570 -0.260933 -0.0580326 0.139989 -0.178977
52575 -0.283134 -0.00986596 0.146529 -0.146471
52580 -0.29635 0.0346105 0.144013 -0.117727
52585 -0.29946 0.073754 0.131005 -0.0947011
52590 -0.292449 0.106601 0.107224 -0.0786238
52595 -0.2763 0.132692 0.0737691 -0.0698391
52600 -0.252342 0.151971 0.0327438 -0.0676267
52605 -0.221534 0.164619 -0.0127709 -0.0696861
52610 -0.184592 0.171131 -0.0592167 -0.0726779
52615 -0.142066 0.172001 -0.103404 -0.0734686
52620 -0.0950716 0.167901 -0.142685 -0.0698566
52625 -0.0456657 0.159474 -0.174609 -0.0608008
52630 0.00367767 0.147243 -0.197012 -0.0460907
52635 0.0507967 0.131398 -0.20818 -0.0259858
52640 0.0942363 0.112224 -0.207251 -0.000790192
52645 0.133244 0.0904439 -0.194077 0.0296103
52650 0.166988 0.0672305 -0.169429 0.0647899
52655 0.193873 0.0444126 -0.135091 0.103195
52660 0.211835 0.0240889 -0.0938912 0.142032
52665 0.21893 0.00803263 -0.0495897 0.177373
52670 0.214299 -0.00283497 -0.00680259 0.204662
52675 0.198486 -0.00842652 0.029975 0.220035
52680 0.173469 -0.00939592 0.0571922 0.221265
52685 0.142054 -0.00669296 0.0727874 0.208148
52690 0.106727 -0.00181779 0.0765552 0.181464
52695 0.0695715 0.00311793 0.0701322 0.142822
52700 0.0325192 0.00580309 0.0561707 0.0944929
52705 -0.0030655 0.00427829 0.0375617 0.0387745
52710 -0.03598 -0.00277681 0.0169399 -0.0218169
52715 -0.065332 -0.0159606 -0.00340779 -0.0847004
52720 -0.0905296 -0.0351907 -0.0216349 -0.147355
52725 -0.111055 -0.059622 -0.0363092 -0.206986
52730 -0.126215 -0.0877407 -0.0462669 -0.260223
52735 -0.134872 -0.11758 -0.050287 -0.302739
52740 -0.135951 -0.146559 -0.0474409 -0.329951
52745 -0.128729 -0.171706 -0.0373486 -0.337784
52750 -0.113072 -0.190517 -0.0202656 -0.323854
52755 -0.0898073 -0.201386 0.00330093 -0.287892
52760 -0.060776 -0.2036 0.0326413 -0.231735
52765 -0.0284444 -0.197083 0.0665208 -0.159007
52770 0.00481302 -0.182133 0.102836 -0.0744834
52775 0.0370018 -0.159404 0.138495 0.0160931
52780 0.0661764 -0.129705 0.17004 0.106511
52785 0.0903505 -0.0935809 0.194553 0.191322
52790 0.107888 -0.0517368 0.209542 0.265693
52795 0.117832 -0.00525971 0.213509 0.326082
52800 0.119724 0.0446781 0.206504 0.370907
52805 0.113499 0.0966717 0.189689 0.39986
52810 0.0999668 0.148413 0.16489 0.41327
52815 0.0808642 0.196797 0.133953 0.411614
52820 0.0581673 0.238612 0.0990115 0.39579
52825 0.033615 0.271004 0.0623958 0.367015
52830 0.00832675 0.291824 0.0262994 0.326451
52835 -0.0172587 0.299754 -0.00733683 0.275159
52840 -0.0429382 0.294542 -0.0370723 0.214531
52845 -0.0681953 0.27686 -0.0618219 0.146842
52850 -0.0922393 0.247953 -0.0807653 0.0749482
52855 -0.114185 0.209425 -0.0928836 0.00235592
52860 -0.133146 0.162941 -0.096778 -0.0669836
52865 -0.148334 0.109992 -0.0912136 -0.129556
52870 -0.15899 0.0527123 -0.0754221 -0.1817
52875 -0.164456 -0.00591455 -0.0498341 -0.220205
52880 -0.164137 -0.0620458 -0.0164226 -0.242606
52885 -0.157323 -0.111601 0.0211828 -0.247742
52890 -0.143151 -0.150762 0.057998 -0.235916
52895 -0.121006 -0.176529 0.0886004 -0.208935
52900 -0.0906257 -0.187056 0.108115 -0.169567
52905 -0.0527562 -0.181776 0.113162 -0.121371
52910 -0.00913691 -0.16163 0.102515 -0.0682527
52915 0.0376282 -0.129318 0.0771983 -0.014491
52920 0.0843989 -0.0887878 0.0399114 0.0355225
52925 0.128069 -0.0449217 -0.00592242 0.0772251
52930 0.165932 -0.00277928 -0.0567863 0.106366
52935 0.195358 0.0334067 -0.109708 0.119057
52940 0.214341 0.0604914 -0.161984 0.112848
52945 0.221989 0.0767789 -0.210488 0.08828
52950 0.218838 0.0822866 -0.25214 0.0489847
52955 0.206636 0.0781177 -0.2843 0.000453384
52960 0.187478 0.0651587 -0.305195 -0.0525578
52965 0.163169 0.044338 -0.313844 -0.106337
52970 0.134715 0.0168898 -0.30997 -0.158366
52975 0.102419 -0.0160182 -0.294305 -0.207904
52980 0.0662439 -0.0534529 -0.268371 -0.25558
52985 0.0263729 -0.0942347 -0.234438 -0.3023
52990 -0.0163765 -0.136618 -0.195356 -0.34835
52995 -0.0600882 -0.177825 -0.153771 -0.391684
53000 -0.101754 -0.214005 -0.112429 -0.428187
53005 -0.137423 -0.240946 -0.0737929 -0.452162
53010 -0.163387 -0.254848 -0.0395919 -0.457827
53015 -0.176975 -0.252927 -0.0103158 -0.440218
53020 -0.177046 -0.233973 0.0147352 -0.396284
53025 -0.164084 -0.198152 0.0361155 -0.326121
53030 -0.140013 -0.146818 0.0542472 -0.232584
53035 -0.107694 -0.0828754 0.0690871 -0.121482
53040 -0.0706072 -0.0105251 0.0804577 -0.000674623
53045 -0.0323566 0.0648115 0.0881073 0.120562
53050 0.00399733 0.137118 0.0921826 0.233298
53055 0.0361405 0.200935 0.0936293 0.330705
53060 0.0621316 0.251951 0.093714 0.407796
53065 0.0804991 0.287417 0.0938068 0.461723
53070 0.0904836 0.306371 0.0949415 0.491796
53075 0.0918553 0.309128 0.0979338 0.498917
53080 0.0849776 0.296782 0.102918 0.484678
53085 0.0706403 0.271136 0.109105 0.450882
53090 0.0499818 0.234557 0.114767 0.399306
53095 0.0245263 0.18924 0.117589 0.331355
53100 -0.00396261 0.136984 0.115005 0.248027
53105 -0.033763 0.0788716 0.10498 0.150089
53110 -0.0624857 0.0161883 0.0865773 0.04028
53115 -0.0875675 -0.04859 0.0598214 -0.0763361
53120 -0.107014 -0.111905 0.0255904 -0.193329
53125 -0.1195 -0.169714 -0.0143461 -0.30356
53130 -0.124703 -0.217827 -0.0577195 -0.400249
53135 -0.123072 -0.252824 -0.10209 -0.477986
53140 -0.115079 -0.272657 -0.1448 -0.532537
53145 -0.101256 -0.276535 -0.18263 -0.560421
53150 -0.0822293 -0.265275 -0.21214 -0.559645
53155 -0.0591013 -0.241164 -0.230456 -0.530721
53160 -0.0333703 -0.207566 -0.23548 -0.476416
53165 -0.00700824 -0.168473 -0.226428 -0.401909
53170 0.0177221 -0.127966 -0.203826 -0.314069
53175 0.0389463 -0.0895133 -0.168936 -0.219503
53180 0.0548662 -0.0554606 -0.123677 -0.124272
53185 0.0637099 -0.0269979 -0.0705731 -0.033861
53190 0.0644574 -0.00441427 -0.0118425 0.0482006
53195 0.0572627 0.0127953 0.0506068 0.120665
53200 0.043171 0.0254446 0.114629 0.183245
53205 0.0238691 0.0343323 0.177558 0.235759
53210 0.00165998 0.0407231 0.236124 0.278507
53215 -0.0202104 0.0461029 0.287026 0.312918
53220 -0.0387844 0.0521947 0.327236 0.340647
53225 -0.0519453 0.060987 0.354369 0.36341
53230 -0.0582583 0.0741059 0.367078 0.382925
53235 -0.0570724 0.0924595 0.365285 0.400672
53240 -0.0480305 0.116468 0.349242 0.41768
53245 -0.0306328 0.146326 0.318935 0.434628
53250 -0.00428962 0.181899 0.274221 0.451831
53255 0.0311717 0.222362 0.215481 0.469015
53260 0.0749983 0.265596 0.143953 0.484547
53265 0.124969 0.308437 0.0624878 0.495894
53270 0.177717 0.347332 -0.0244733 0.500575
53275 0.229005 0.377952 -0.111524 0.495434
53280 0.274699 0.395453 -0.193517 0.476635
53285 0.311226 0.395715 -0.265949 0.440992
53290 0.335948 0.376155 -0.324827 0.387276
53295 0.347363 0.336073 -0.366849 0.316587
53300 0.344989 0.276548 -0.389708 0.23183
53305 0.328797 0.200631 -0.392359 0.137069
53310 0.299386 0.113395 -0.375029 0.0377509
53315 0.258371 0.020949 -0.339363 -0.0600429
53320 0.208386 -0.071183 -0.288472 -0.151268
53325 0.152306 -0.158601 -0.226629 -0.232925
53330 0.0933 -0.237983 -0.158619 -0.303302
53335 0.0345641 -0.307175 -0.0895591 -0.36217
53340 -0.02144 -0.364825 -0.0243648 -0.41063
53345 -0.0726133 -0.409809 0.0330075 -0.449415
53350 -0.116966 -0.440932 0.0796176 -0.47828
53355 -0.152676 -0.456682 0.113708 -0.49565
53360 -0.178729 -0.45563 0.13518 -0.499179
53365 -0.195142 -0.436696 0.145432 -0.486406
53370 -0.202611 -0.399841 0.147088 -0.455364
53375 -0.202424 -0.346642 0.143297 -0.405769
53380 -0.196437 -0.280015 0.136764 -0.339687
53385 -0.186542 -0.2036 0.129209 -0.260932
53390 -0.174009 -0.121319 0.121243 -0.174085
53395 -0.159848 -0.0368875 0.112665 -0.0840698
53400 -0.145235 0.045913 0.102984 0.00366228
53405 -0.131737 0.123095 0.0923571 0.0837149
53410 -0.120728 0.191038 0.0815292 0.151839
53415 -0.113365 0.246602 0.0719293 0.205166
53420 -0.110561 0.286901 0.0651875 0.241527
53425 -0.112888 0.309473 0.0626205 0.259206
53430 -0.120592 0.31291 0.0650895 0.257407
53435 -0.132814 0.296961 0.072548 0.236695
53440 -0.14766 0.262772 0.083909 0.199021
53445 -0.162469 0.213092 0.0972353 0.147858
53450 -0.174245 0.152407 0.110187 0.0883492
53455 -0.180298 0.0864447 0.120919 0.0270661
53460 -0.178545 0.0215557 0.128131 -0.0288588
53465 -0.167907 -0.0359982 0.130901 -0.0730044
53470 -0.148203 -0.080766 0.12877 -0.100199
53475 -0.120202 -0.109254 0.121605 -0.10785
53480 -0.0855563 -0.120492 0.109333 -0.096716
53485 -0.0462333 -0.11563 0.0917928 -0.0700705
53490 -0.00413214 -0.097578 0.0688684 -0.0328418
53495 0.0390522 -0.0706199 0.0404511 0.00888336
53500 0.0814468 -0.0397077 0.00670483 0.0484439
53505 0.120928 -0.00957233 -0.031641 0.079715
53510 0.155285 0.016052 -0.0733279 0.0980093
53515 0.182185 0.0345639 -0.116379 0.10037
53520 0.199412 0.0438902 -0.158193 0.0851087
53525 0.205499 0.0429614 -0.196102 0.0523581
53530 0.200081 0.0320825 -0.227485 0.00467791
53535 0.183933 0.0123002 -0.24968 -0.0534468
53540 0.158665 -0.015193 -0.260214 -0.116742
53545 0.12635 -0.0487177 -0.257388 -0.179756
53550 0.0891902 -0.0855022 -0.240262 -0.236574
53555 0.0491142 -0.1218 -0.208987 -0.281673
53560 0.00802156 -0.153435 -0.164864 -0.310277
53565 -0.0322682 -0.176867 -0.110212 -0.319347
53570 -0.0700215 -0.189481 -0.0481703 -0.307673
53575 -0.10355 -0.190024 0.0172643 -0.276309
53580 -0.131262 -0.178841 0.0819264 -0.228177
53585 -0.151542 -0.157238 0.142106 -0.166674
53590 -0.162926 -0.127095 0.194388 -0.0956327
53595 -0.16458 -0.090217 0.235538 -0.0192587
53600 -0.156282 -0.0479116 0.263169 0.0589754
53605 -0.138592 -0.000919146 0.276252 0.136741
53610 -0.112858 0.0498658 0.274977 0.211984
53615 -0.0811438 0.102695 0.260463 0.282014
53620 -0.0466007 0.155251 0.233983 0.342633
53625 -0.0131768 0.204262 0.196668 0.387753
53630 0.0153041 0.245883 0.150091 0.411278
53635 0.0357662 0.276125 0.0965731 0.408465
53640 0.0465804 0.29141 0.0392068 0.377197
53645 0.047467 0.289571 -0.0181173 0.318921
53650 0.0389793 0.270164 -0.0710335 0.23811
53655 0.0222229 0.234401 -0.115483 0.141142
53660 -0.00115166 0.185379 -0.149039 0.0351875
53665 -0.0286573 0.127497 -0.170912 -0.072072
53670 -0.0567651 0.0655255 -0.181267 -0.172507
53675 -0.0817204 0.0044894 -0.180991 -0.258222
53680 -0.0999661 -0.0507007 -0.171206 -0.321873
53685 -0.108808 -0.0956102 -0.153058 -0.357476
53690 -0.106912 -0.12703 -0.128039 -0.361981
53695 -0.0944452 -0.14336 -0.0981869 -0.335992
53700 -0.0725579 -0.144476 -0.0659845 -0.283018
53705 -0.0427094 -0.132339 -0.0343452 -0.209394
53710 -0.00631613 -0.110345 -0.00574883 -0.12241
53715 0.0351328 -0.0825169 0.0185166 -0.0288675
53720 0.0797042 -0.0530519 0.0383751 0.0650274
53725 0.124885 -0.0260019 0.0547573 0.15364
53730 0.167722 -0.00460168 0.0689822 0.232102
53735 0.205314 0.00925652 0.0813922 0.295963
53740 0.235037 0.0143763 0.0915661 0.340979
53745 0.254861 0.0103976 0.0989013 0.36416
53750 0.26297 -0.00202302 0.102719 0.363666
53755 0.257878 -0.0215113 0.102359 0.338726
53760 0.238739 -0.0459833 0.0977581 0.290514
53765 0.205777 -0.0726152 0.0893378 0.2225
53770 0.160518 -0.0980939 0.0778788 0.140303
53775 0.106081 -0.119251 0.06469 0.0515201
53780 0.0468387 -0.133677 0.0509833 -0.0358545
53785 -0.012293 -0.140063 0.0377149 -0.114641
53790 -0.0662854 -0.137848 0.0256857 -0.178448
53795 -0.110597 -0.127222 0.0150502 -0.22277
53800 -0.141647 -0.108959 0.00557431 -0.245032
53805 -0.157357 -0.0844353 -0.0029447 -0.244737
53810 -0.157189 -0.0559754 -0.0110978 -0.224262
53815 -0.142293 -0.0265488 -0.0195049 -0.188347
